ID,Name,Type,Organization
11391,"NZEYIMANA, Stanislas",individual,DRCONGO
11392,"MEJIA REGALADO, Jose Manuel",individual,SDNTK
11396,"PORTILLA BARRAZA, Jorge",individual,SDNTK
11399,"GONZALES GARBANCHO DE ZEVALLOS, Sara Maria",individual,SDNTK
11401,"BELLOSOM ENTERPRISE, INC.",-0- ,SDNTK
11402,BLISSEY PANAMA INC.,-0- ,SDNTK
11403,LA CROSSE GROUP INC,-0- ,SDNTK
11404,AERO COURIER CARGO S.A.,-0- ,SDNTK
11405,EMPRESA DE TRANSPORTES CHULUCANAS 2000 S.A.,-0- ,SDNTK
11406,PERUVIAN PRECIOUS METALS S.A.C.,-0- ,SDNTK
11407,SERVICIOS SILSA S.A.C.,-0- ,SDNTK
11408,URANTIA SERVICES S.A.,-0- ,SDNTK
11409,EDITORA TRANSPARENCIA S.A.,-0- ,SDNTK
11410,ORIENTE CONTRATISTAS GENERALES S.A.,-0- ,SDNTK
11411,PERU TOTAL MARKET E.I.R.L.,-0- ,SDNTK
11412,LUCERO IMPORT S.A.C.,-0- ,SDNTK
11413,REPRESENTACIONES ORIENTE S.R.L.,-0- ,SDNTK
11414,ORIENTE TOURS S.R.L.,-0- ,SDNTK
11415,CORPORACION DE INVERSIONES EMPRESARIALES S.A.,-0- ,SDNTK
11416,CONTINENTE MOVIL Y SERVICIOS S.R.L.,-0- ,SDNTK
11417,TALLER DE REPARACIONES DE AERODINOS SUS PARTES Y SERVICIOS AEREOS S.A.,-0- ,SDNTK
11418,TRANSPORTES AEREOS UNIDOS SELVA AMAZONICA S.A.,-0- ,SDNTK
11419,PERU GLOBAL TOURS S.A.C.,-0- ,SDNTK
11420,ASOCIACION CIVIL LOS PROMOTORES AERONAUTICOS,-0- ,SDNTK
11421,VUELA PERU S.A.C.,-0- ,SDNTK
11422,AERO CONTINENTE E.I.R.L.,-0- ,SDNTK
11423,LASA PERU S.A.C.,-0- ,SDNTK
11424,EMPRESA EDITORA CONTINENTE PRESS S.A.,-0- ,SDNTK
11438,CARTEL DEL NORESTE,-0- ,SDNTK] [FTO] [SDGT] [TCO] [ILLICIT-DRUGS-EO14059
11439,LA FAMILIA MICHOACANA,-0- ,SDNTK] [ILLICIT-DRUGS-EO14059
11440,SINALOA CARTEL,-0- ,SDNTK] [FTO] [SDGT] [ILLICIT-DRUGS-EO14059
11441,KHORASAN METALLURGY INDUSTRIES,-0- ,NPWMD] [IFSR
11442,KAVEH CUTTING TOOLS COMPANY,-0- ,NPWMD] [IFSR
11443,AMIN INDUSTRIAL COMPLEX,-0- ,NPWMD] [IFSR
11444,YAZD METALLURGY INDUSTRIES,-0- ,NPWMD] [IFSR
11445,SHAHID SAYYADE SHIRAZI INDUSTRIES,-0- ,NPWMD] [IFSR
11446,NIRU BATTERY MANUFACTURING COMPANY,-0- ,NPWMD] [IFSR
11447,"LI, Fangwei",individual,NPWMD] [IFSR
11459,"ALVI, Mohammad Masood Azhar",individual,SDGT
11460,"CHEEMA, Azam",individual,SDGT
11461,"AL-MUHANDIS, Abu Mahdi",individual,IRAQ3
11462,KATA'IB HIZBALLAH,-0- ,FTO] [SDGT] [IRAQ3
11463,"LOPEZ OSPINA, Carlos Antonio",individual,SDNT
11464,"JACOME DEL VALLE, Omar Alfredo",individual,SDNT
11466,"VASQUEZ VALENCIA, Natalia Andrea",individual,SDNT
11467,"SUAZA BARCO, Maria del Carmen",individual,SDNT
11468,"SANCHEZ RIVERA, Doris Patricia",individual,SDNT
11469,"PEREZ MONTERO, Maria Marcela del Pilar",individual,SDNT
11470,"SANCHEZ MARTELL, Julio Cesar Jassan Estuardo",individual,SDNT
11471,"MUNERA VELASQUEZ, Martha Marina",individual,SDNT
11472,"MEJIA ARTEAGA, Nora",individual,SDNT
11473,"HERNANDEZ MEJIA, Jorge Alberto",individual,SDNT
11474,"DURAN PORRAS, Gloria Amparo",individual,SDNT
11476,"BERMUDEZ SUAZA, Pedro Antonio",individual,SDNT
11477,CONSULTORIA EN CAMBIOS FALCON S.A. DE C.V.,-0- ,SDNT
11478,HIERROS DE JERUSALEM S.A.,-0- ,SDNT
11479,TAXI AEREO ANTIOQUENO S.A.,-0- ,SDNT
11480,LLANOTOUR LTDA.,-0- ,SDNT
11481,AGROGANADERA LOS SANTOS S.A.,-0- ,SDNT
11482,AGROESPINAL S.A.,-0- ,SDNT
11483,AERONAUTICA CONDOR S.A. DE C.V.,-0- ,SDNT
11484,"AERONAUTICA CONDOR DE PANAMA, S.A.",-0- ,SDNT
11485,"GRUPO FALCON DE PANAMA, S.A.",-0- ,SDNT
11486,GRUPO FALCON S.A.,-0- ,SDNT
11487,GRUPO GUADALEST S.A. DE C.V.,-0- ,SDNT
11488,FRANZUL S.A.,-0- ,SDNT
11489,CONSTRUCTORA GUADALEST S.A.,-0- ,SDNT
11490,ASES DE COMPETENCIA Y CIA. S.A.,-0- ,SDNT
11492,"AL-SHAMMARI, Sa'ad Uwayyid 'Ubayd Mu'jil",individual,SDGT
11493,"AL-DARI, Muthanna Harith",individual,SDGT
11494,"TAJIDEEN, Kassim",individual,SDGT
11495,"AL-QUBAYSI, Abd-al-Munim",individual,SDGT
11496,REVOLUTIONARY STRUGGLE,-0- ,FTO] [SDGT
11499,"BHEEL, Imam",individual,SDNTK
11500,"MAKLED GARCIA, Walid",individual,SDNTK
11501,"RENDON HERRERA, Daniel",individual,SDNTK
11502,HAJI JUMA KHAN ORGANIZATION,-0- ,SDNTK
11528,"TREVINO MORALES, Miguel",individual,SDNTK] [ILLICIT-DRUGS-EO14059
11529,"LAZCANO LAZCANO, Heriberto",individual,SDNTK
11530,"CARDENAS GUILLEN, Ezequiel",individual,SDNTK
11531,"COSTILLA SANCHEZ, Jorge Eduardo",individual,SDNTK
11532,NAMCHONGANG TRADING CORPORATION,-0- ,NPWMD
11533,HONG KONG ELECTRONICS,-0- ,NPWMD
11536,"KADDOURA, Ali Ahmad",individual,SDNT
11537,"HENAO JARAMILLO, Mario Alberto",individual,SDNT
11538,"ABDUL RAHIM, Ali Mohamad",individual,SDNT
11539,"ALVARADO, Imad Abdul Rahim",individual,SDNT
11540,"DIB EL MALT, Abdul Naser",individual,SDNT
11541,"MADRID FRANCO, Cecilia",individual,SDNT
11542,"CANAS PULIDO, Ramon Alberto",individual,SDNT
11543,"GONZALEZ HOYOS, Carlos Enrique",individual,SDNT
11545,"VARELA BUSTOS, Fernando",individual,SDNT
11546,"HARB, Chekri Mahmoud",individual,SDNT
11547,"VELEZ TRUJILLO, Jairo de Jesus",individual,SDNT
11548,"VELASQUEZ RODRIGUEZ, Ruth Cecilia",individual,SDNT
11550,"ACOSTA SERNA, Robinson Duvan",individual,SDNT
11551,"ACOSTA SERNA, Oscar Alonso",individual,SDNT
11552,"RINCON ORDONEZ, Jorge Enrique",individual,SDNT
11554,"FLOREZ UPEGUI, Francisco Antonio",individual,SDNT
11555,VARIEDADES HARB SPORT,-0- ,SDNT
11556,ALMACEN FUTURO NO. 1,-0- ,SDNT
11557,COMERCIAL JINAN S.A.,-0- ,SDNT
11558,CANALES VENECIA LTDA.,-0- ,SDNT
11560,FLOREZ HERMANOS LTDA.,-0- ,SDNT
11581,KOREA KWANGSON BANKING CORP,-0- ,NPWMD
11588,"LA HACIENDA (USA), LLC",-0- ,SDNTK
11589,"RUNNING BROOK, LLC (USA)",-0- ,SDNTK
11598,GENERAL BUREAU OF ATOMIC ENERGY,-0- ,NPWMD
11599,KOREA TANGUN TRADING CORPORATION,-0- ,NPWMD] [DPRK2
11600,"KARAYILAN, Murat",individual,SDNTK
11601,"ALTUN, Ali Riza",individual,SDNTK
11602,"AYDAR, Zubayir",individual,SDNTK
11607,IRANIAN MINES AND MINING INDUSTRIES DEVELOPMENT AND RENOVATION ORGANIZATION,-0- ,IRAN
11608,ASCOTEC HOLDING GMBH,-0- ,IRAN
11609,ASCOTEC JAPAN K.K.,-0- ,IRAN
11610,METAL & MINERAL TRADE S.A.R.L.,-0- ,IRAN
11611,IRASCO S.R.L.,-0- ,IRAN
11612,MINES AND METALS ENGINEERING GMBH,-0- ,IRAN
11613,ASCOTEC STEEL TRADING GMBH,-0- ,IRAN
11614,ASCOTEC MINERAL & MACHINERY GMBH,-0- ,IRAN
11615,ASCOTEC SCIENCE & TECHNOLOGY GMBH,-0- ,IRAN
11616,BREYELLER STAHL TECHNOLOGY GMBH & CO. KG,-0- ,IRAN
11618,NATIONAL PETROCHEMICAL COMPANY,-0- ,IRAN] [SDGT] [IFSR
11619,IRAN PETROCHEMICAL COMMERCIAL COMPANY,-0- ,IRAN
11620,NPC INTERNATIONAL,-0- ,IRAN] [NPWMD] [IFSR
11621,INTRA CHEM TRADING GMBH,-0- ,IRAN
11622,PETROCHEMICAL COMMERCIAL COMPANY INTERNATIONAL,-0- ,IRAN
11623,P.C.C. (SINGAPORE) PRIVATE LIMITED,-0- ,IRAN
11625,PETROCHEMICAL COMMERCIAL COMPANY FZE,-0- ,IRAN
11626,PETROCHEMICAL COMMERCIAL COMPANY (U.K.) LIMITED,-0- ,IRAN
11627,IRAN FOREIGN INVESTMENT COMPANY,-0- ,IRAN
11628,IFIC HOLDING AG,-0- ,IRAN
11629,IHAG TRADING GMBH,-0- ,IRAN
11630,NATIONAL IRANIAN OIL COMPANY PTE LTD,-0- ,IRAN
11631,IRAN INSURANCE COMPANY,-0- ,IRAN
11632,BIMEH IRAN INSURANCE COMPANY (U.K.) LIMITED,-0- ,IRAN
11633,PETROPARS LTD.,-0- ,IRAN
11634,PETROPARS INTERNATIONAL FZE,-0- ,IRAN
11635,PETROPARS UK LIMITED,-0- ,IRAN
11636,KALA LIMITED,-0- ,IRAN
11637,KALA PENSION TRUST LIMITED,-0- ,IRAN
11638,IRANIAN OIL COMPANY (U.K.) LIMITED,-0- ,IRAN
11639,NIOC INTERNATIONAL AFFAIRS (LONDON) LIMITED,-0- ,IRAN
11640,NAFTIRAN TRADING SERVICES CO. (NTS) LIMITED,-0- ,IRAN
11641,PETROIRAN DEVELOPMENT COMPANY (PEDCO) LIMITED,-0- ,IRAN
11642,NICO ENGINEERING LIMITED,-0- ,IRAN
11643,INDUSTRIAL DEVELOPMENT AND RENOVATION ORGANIZATION OF IRAN,-0- ,IRAN
11644,MACHINE SAZI ARAK CO. LTD.,-0- ,IRAN
11645,WEST SUN TRADE GMBH,-0- ,IRAN
11646,"HARRACH, Bekkay",individual,SDGT
11647,AMROGGANG DEVELOPMENT BANK,-0- ,NPWMD
11648,"KIM, Tong-Myo'ng",individual,NPWMD
11654,"LEYVA ESCANDON, Edgardo",individual,SDNTK
11695,AL-QA'IDA IN THE ARABIAN PENINSULA,-0- ,FTO] [SDGT
11699,"REYES GARZA, Agustin",individual,SDNTK
11700,"CONTRERAS NOVOA, Hector",individual,SDNTK
11701,ESTETICA CAR WASH S.A. DE C.V.,-0- ,SDNTK
11702,"ESTETIC CARR DE OCCIDENTE, S.A. DE C.V.",-0- ,SDNTK
11705,"MORENO PEREZ, Felipe",individual,SDNTK
11717,"MARTINEZ CANTABRANA, Cesar",individual,SDNTK
11722,"GUTIERREZ BARBOZA, Maureen Patricia",individual,SDNTK
11723,"DE ICAZA LOZANO, Alejandro",individual,SDNTK
11724,"LABORIN ARCHULETA, Clara Elena",individual,SDNTK
11725,"BELTRAN LEYVA, Alfredo",individual,SDNTK
11726,"BELTRAN LEYVA, Hector",individual,SDNTK
11728,"MOREXPRESS, S.A. DE C.V.",-0- ,SDNTK
11730,"ILC EXPORTACIONES, S. DE R.L. DE C.V.",-0- ,SDNTK
11737,"ABDILLAHI, Abshir",individual,SOMALIA
11738,"GARAAD, Mohamed Abdi",individual,SOMALIA
11740,"SA'ID, Mohamed",individual,SOMALIA
11741,"MANA'A, Fares Mohammed",individual,SOMALIA
11743,"AL-TURKI, Hassan Abdullah Hersi",individual,SOMALIA
11744,"AWEYS, Hassan Dahir",individual,SOMALIA
11745,"KHALAF, Fuad Mohamed",individual,SOMALIA
11746,"AW-MOHAMED, Ahmed Abdi",individual,SOMALIA
11747,"BAYNAH, Yasin Ali",individual,SOMALIA
11748,"MAHAMOUD, Bashir Mohamed",individual,SOMALIA
11749,JAYSH RIJAL AL-TARIQ AL-NAQSHABANDI,-0- ,FTO] [SDGT] [IRAQ3
11750,CPMIEC SHANGHAI PUDONG COMPANY,-0- ,NPWMD] [IFSR
11752,"TASCON ROJAS, Servio Tulio",individual,SDNT
11753,"SATIZABAL RENGIFO, Mario German",individual,SDNT
11755,"SAAVEDRA ARCE, Rodrigo Eugenio",individual,SDNT
11760,"GUTIERREZ AGUIRRE, Duffay",individual,SDNT
11767,"CIFUENTES VARGAS, Yanet",individual,SDNT
11768,"CIFUENTES VARGAS, Orlando",individual,SDNT
11771,UNIVISA S.A.,-0- ,SDNT
11772,SERVIAGRICOLA CIFUENTES E.U.,-0- ,SDNT
11773,SAAVEDRA Y CIA. S. EN C.,-0- ,SDNT
11774,RESTAURANTE BAR PUNTA DEL ESTE,-0- ,SDNT
11783,BOSQUE DE SANTA TERESITA LTDA.,-0- ,SDNT
11784,ALIMENTOS CARNICOS DE TRADICION ESPANOLA LTDA.,-0- ,SDNT
11786,"QASEMI, Rostam",individual,SDGT] [NPWMD] [IRGC] [IFSR
11789,RAHAB INSTITUTE,-0- ,SDGT] [NPWMD] [IRGC] [IFSR
11790,MAKIN INSTITUTE,-0- ,SDGT] [NPWMD] [IRGC] [IFSR
11791,IMENSAZEN CONSULTANT ENGINEERS INSTITUTE,-0- ,SDGT] [NPWMD] [IRGC] [IFSR
11792,FATER ENGINEERING INSTITUTE,-0- ,SDGT] [NPWMD] [IRGC] [IFSR
11793,"SULEMAN, Mohamed Bachir",individual,SDNTK
11794,GRUPO MBS LIMITADA,-0- ,SDNTK
11795,GRUPO MBS - KAYUM CENTRE,-0- ,SDNTK
11796,MAPUTO SHOPPING CENTRE,-0- ,SDNTK
11798,"MENDEZ VARGAS, Jose de Jesus",individual,SDNTK
11799,"MORENO GONZALEZ, Nazario",individual,SDNTK
11800,"LOYA PLANCARTE, Dionicio",individual,SDNTK
11801,"GOMEZ MARTINEZ, Servando",individual,SDNTK
11802,"PLANCARTE SOLIS, Enrique",individual,SDNTK
11803,"RUEDA MEDINA, Jose Arnoldo",individual,SDNTK
11804,"BARRERA MEDRANO, Nicandro",individual,SDNTK
11805,TRANSPORTADORA PUREPECHA S.A. DE C.V.,-0- ,SDNTK
11806,"ULLOA ESPITIA, Hubel",individual,SDNTK
11807,"SANCHEZ SILVA, Elkin Alexis",individual,SDNTK
11810,"CARDENAS DUARTE, Norma Constanza",individual,SDNTK
11811,"AGUILAR DUARTE, Jose Lenoir",individual,SDNTK
11812,"AYALA BARRERA, Rubi Yiceth",individual,SDNTK
11813,"JEREZ PINEDA, Oscar Alberto",individual,SDNTK
11814,"GUTIERREZ HERNANDEZ, Javier Mauricio",individual,SDNTK
11816,"MOLINA CUBILLOS, Alba Judith",individual,SDNTK
11825,"LONDONO ZAPATA, Jesus Antonio",individual,SDNTK
11826,"JEREZ GALEANO, Jaime",individual,SDNTK
11830,"GUTIERREZ, Dolis",individual,SDNTK
11831,"OSPINA MURILLO, Wilmer",individual,SDNTK
11833,"GUERRERO CASTILLO, Pedro Oliveiro",individual,SDNTK
11834,"GUTIERREZ GARAVITO, Armando",individual,SDNTK
11835,"BUSTOS SUAREZ, Danilo",individual,SDNTK
11836,"BARRERA BARRERA, Daniel",individual,SDNTK
11838,MINIMERCADO EL MANANTIAL DEL NEUTA,-0- ,SDNTK
11840,CARDENAS DUARTE Y CIA. LTDA.,-0- ,SDNTK
11841,LOGISTICA Y TRANSPORTE NORVAL LTDA.,-0- ,SDNTK
11842,WISMOTOS FUENTE DE ORO,-0- ,SDNTK
11843,VITAL SILUET CENTRO DE ESTETICA,-0- ,SDNTK
11845,RECIFIBRAS SECUNDARIAS LTDA.,-0- ,SDNTK
11849,MODERNA EXPRESS TRANSPORTE DE CARGA LTDA.,-0- ,SDNTK
11851,LA TASAJERA DE FUENTE DE ORO,-0- ,SDNTK
11853,JAIME JEREZ V. Y CIA. S.C.S. JERGAL S.C.S.,-0- ,SDNTK
11854,INVERSIONES TALADRO LTDA.,-0- ,SDNTK
11855,INVERSIONES LOS TUNJOS LTDA.,-0- ,SDNTK
11856,INVERSIONES GANAGRO LTDA.,-0- ,SDNTK
11857,INVERSIONES GANADERAS Y PALMERAS S.A.,-0- ,SDNTK
11858,INVERSIONES LAS ACACIAS Y CIA. LTDA.,-0- ,SDNTK
11859,INVERSIONES AGROINDUSTRIALES DEL ORIENTE LTDA.,-0- ,SDNTK
11860,INVERSIONES ADAG LTDA.,-0- ,SDNTK
11862,HERJEZ LTDA.,-0- ,SDNTK
11865,ESTACION DE SERVICIO SERVIAGRICOLA DEL ARIARI,-0- ,SDNTK
11866,ESTACION DE SERVICIO LA TURQUESA,-0- ,SDNTK
11867,ESTACION DE SERVICIO LA FLORESTA DE FUENTE DE ORO,-0- ,SDNTK
11868,EJERCITO REVOLUCIONARIO POPULAR ANTITERRORISTA DE COLOMBIA,-0- ,SDNTK
11869,EMPRESA DE EMPLEOS TEMPORALES LA UNICA LTDA.,-0- ,SDNTK
11870,DOLL EXPORT LTDA.,-0- ,SDNTK
11873,DEWBELLE CENTRO DE ESTETICA Y BELLEZA LTDA.,-0- ,SDNTK
11875,COMERCIALIZADORA E INVERSIONES BUSTOS ARIZA Y CIA. S.C.S.,-0- ,SDNTK
11877,CIA. COMERCIALIZADORA DE MOTOCICLETAS Y REPUESTOS S.A.,-0- ,SDNTK
11878,BLUE-STAR SECCION HOSTELERIA S.L.,-0- ,SDNTK
11879,BINGO INTERNACIONAL E.U.,-0- ,SDNTK
11880,AGUILAR AGUILAR Y CIA. LTDA.,-0- ,SDNTK
11882,AGUILAR ALVAREZ Y CIA. LTDA.,-0- ,SDNTK
11884,"AL-DULAYMI, Ahmad Khalaf Shabib",individual,SDGT
11890,"TORRES MARTINEZ, Camilo",individual,SDNTK
11892,"SANCHEZ GONZALEZ, Arnulfo",individual,SDNTK
11893,"MEJIA VALENCIA, Gonzalo Alberto",individual,SDNTK
11895,"NEGRETE LUNA, Jose Maria",individual,SDNTK
11896,"OCHOA GUISAO, Walter",individual,SDNTK
11898,"MANCO TORRES, Jhon Freddy",individual,SDNTK
11899,"OCAMPO MORALES, Jorge Eliecer",individual,SDNTK
11900,"USUGA DAVID, Dairo Antonio",individual,SDNTK] [ILLICIT-DRUGS-EO14059
11902,"RENDON HERRERA, Freddy Enrique",individual,SDNTK
11903,AGROPECUARIA HATO SANTA MARIA LTDA.,-0- ,SDNTK
11904,CENTRO DE DIAGNOSTICO AUTOMOTRIZ EJE BANANERO S.A.,-0- ,SDNTK
11905,REPUESTOS EL NATO Y CIA LTDA.,-0- ,SDNTK
11909,RENTA CAMPEROS URABA LTDA.,-0- ,SDNTK
11910,VIGILAR COLOMBIA LTDA.,-0- ,SDNTK
11911,AL-AQSA TV,-0- ,SDGT
11913,ISLAMIC NATIONAL BANK OF GAZA,-0- ,SDGT
11914,"VELASQUEZ CABALLERO, Juan Daniel",individual,SDNTK
11915,"NAJERA TALAMANTES, Sigifredo",individual,SDNTK
11916,"CANO FLORES, Aurelio",individual,SDNTK
11917,"BARRAGAN BALDERAS, Gilberto",individual,SDNTK
11918,"MEJIA GONZALEZ, Juan Reyes",individual,SDNTK
11919,"FLORES BORREGO, Samuel",individual,SDNTK
11920,"PENA MENDOZA, Sergio",individual,SDNTK
11921,"RAMIREZ TREVINO, Mario",individual,SDNTK
11922,"VELASQUEZ CABALLERO, Ivan",individual,SDNTK
11923,"TREVINO MORALES, Omar",individual,SDNTK] [ILLICIT-DRUGS-EO14059
11924,"GONZALEZ RODRIGUEZ, Dimas",individual,SDNTK
11926,"CASTREJON PENA, Victor Nazario",individual,SDNTK
11927,"SANCHEZ ESTEBAN, Alvaro",individual,SDNTK
11928,"ACOSTA IBARRA, Ruben",individual,SDNTK
11929,"FLORES SOTO, Mario",individual,SDNTK
11930,"VARGAS GARCIA, Nabor",individual,SDNTK
11931,"LECHUGA LICONA, Alfonso",individual,SDNTK
11932,"LORMENDEZ PITALUA, Omar",individual,SDNTK
11933,"IBARRA YEPIS, Prisciliano",individual,SDNTK
11934,"DAVILA LOPEZ, Jose Ramon",individual,SDNTK
11935,"HERNANDEZ LECHUGA, Lucio",individual,SDNTK
11936,"RANGEL BUENDIA, Alfredo",individual,SDNTK
11937,"GALARZA CORONADO, Jose Antonio",individual,SDNTK
11938,"MENDOZA CONTRERAS, Cipriano",individual,SDNTK
11939,"HERNANDEZ BARRON, Raul",individual,SDNTK
11940,"PEREZ ROJAS, Daniel",individual,SDNTK
11941,"TORRES SOSA, Benjamin",individual,SDNTK
11942,"MATEO LAUREANO, Ignacio",individual,SDNTK
11943,"MEDINA ROJAS, Eleazar",individual,SDNTK
11944,"LOPEZ TREJO, Fernando",individual,SDNTK
11945,"RUIZ TLAPANCO, Sergio Enrique",individual,SDNTK
11946,"VALENZUELA ZUNIGA, Ruben Alejandro",individual,SDNTK
11947,"MURO GONZALEZ, Proceso Arturo",individual,SDNTK
11948,"REYES ENRIQUEZ, Luis",individual,SDNTK
11949,"SOTO PARRA, Miguel Angel",individual,SDNTK
11950,"PEREZ MANCILLA, Alejandro",individual,SDNTK
11951,"GUERRA RAMIREZ, Rogelio",individual,SDNTK
11952,"MENDEZ SANTIAGO, Flavio",individual,SDNTK
11953,"GONZALEZ CASTRO, Gustavo",individual,SDNTK
11954,"VERA CALVA, Carlos",individual,SDNTK
11957,"GERESANO ESCRIBANO, Gonzalo",individual,SDNTK
11958,"MELLADO CRUZ, Galdino",individual,SDNTK
11959,"ESTRADA GONZALEZ, Eduardo",individual,SDNTK
11960,"GONZALEZ PIZANA JR., Rogelio",individual,SDNTK
11961,"ROMO LOPEZ, Martin",individual,SDNTK
11962,"MONTES SERMENO, Juan Gabriel",individual,SDNTK
11963,"VASQUEZ MIRELES, Victor Manuel",individual,SDNTK
11965,"DIAZ LOPEZ, Mateo",individual,SDNTK
11966,"GONZALEZ DURAN, Jaime",individual,SDNTK
11967,"SAUCEDA GAMBOA, Gregorio",individual,SDNTK
11968,"SELEK, Atilla",individual,SDGT
11969,"MAZHAR, Mohammed",individual,SDGT
11970,"RAHIM, Mufti Abdul",individual,SDGT
11971,"NA TCHUTO, Jose Americo Bubo",individual,SDNTK
11972,"CAMARA, Ibraima Papa",individual,SDNTK
11973,"NTAGANDA, Bosco",individual,DRCONGO
11974,"LUBANGA, Thomas",individual,DRCONGO
11975,"KATANGA, Germain",individual,DRCONGO
11976,"NGUDJOLO, Matthieu Cui",individual,DRCONGO
11977,"MUTEBUTSI, Jules",individual,DRCONGO
11978,"LORENZANA CORDON, Eliu Elixander",individual,SDNTK
11979,"LORENZANA CORDON, Haroldo Geremias",individual,SDNTK
11980,"LORENZANA CORDON, Waldemar",individual,SDNTK
11981,"LORENZANA LIMA, Waldemar",individual,SDNTK
11982,"AL-RIMI, Qasim",individual,SDGT
12016,"CONTE, Ousmane",individual,SDNTK
12018,"ALIZAI, Haji Agha Jan",individual,SDNTK] [SDGT
12019,"BANDO, Haji",individual,SDNTK
12022,"BELKALEM, Mohamed",individual,SDGT
12023,"NAIL, Taleb",individual,SDGT
12024,"ALVAREZ ALVAREZ, Wenceslao",individual,SDNTK
12025,"MEJIA GUTIERREZ, Ignacio",individual,SDNTK
12026,MEGA EMPACADORA DE FRUTAS S.A. DE C.V.,-0- ,SDNTK
12027,IMPORTACIONES Y EXPORTACIONES NOBARO S.A. DE C.V.,-0- ,SDNTK
12028,ONERBANK ZAO,-0- ,IRAN
12029,"KAKWAVU BUKANDE, Jerome",individual,DRCONGO
12030,JAVEDAN MEHR TOOS,-0- ,NPWMD] [IFSR
12032,MSP KALA NAFT CO. TEHRAN,-0- ,IRAN
12055,ISLAMIC REVOLUTIONARY GUARD CORPS AIR FORCE,-0- ,FTO] [SDGT] [NPWMD] [IRGC] [IFSR] [RUSSIA-EO14024
12056,ISLAMIC REVOLUTIONARY GUARD CORPS AL-GHADIR MISSILE COMMAND,-0- ,SDGT] [NPWMD] [IRGC] [IFSR
12057,"NAQDI, Mohammad Reza",individual,SDGT] [NPWMD] [IRGC] [IFSR] [IRAN-HR] [IRAN-EO13876
12058,RAH SAHEL INSTITUTE,-0- ,SDGT] [NPWMD] [IRGC] [IFSR
12059,SEPANIR OIL AND GAS ENGINEERING COMPANY,-0- ,SDGT] [NPWMD] [IRGC] [IFSR
12060,"VAHIDI, Ahmad",individual,NPWMD] [IFSR] [IRAN-HR
12066,"JAFARI, Mohammad Ali",individual,SDGT] [NPWMD] [IRGC] [IFSR] [IRAN-HR
12081,MAHAB GHODSS CONSULTING ENGINEERING COMPANY,-0- ,IRAN
12085,AUTOTRANSPORTES JYM S.A. DE C.V.,-0- ,SDNTK
12086,ARTE Y DISENO DE CULIACAN S.A. DE C.V.,-0- ,SDNTK
12087,"RAMIREZ DUQUE, Carlos Manuel",individual,SDNT
12090,"CASTRO JARAMILLO, Monica Maria",individual,SDNT
12091,"RODRIGUEZ FERNANDEZ, Andre",individual,SDNT
12096,"MASA FACIL, S.A. DE C.V.",-0- ,SDNT
12101,COMERCIALIZADORA DE GANADO Y RENTAS DE CAPITAL S.A.,-0- ,SDNT
12109,"AL-AULAQI, Anwar",individual,SDGT
12110,"UMAROV, Doku",individual,SDGT
12111,IRANIAN MINISTRY OF INTELLIGENCE AND SECURITY,-0- ,SDGT] [IFSR] [IRAN-HR] [HRIT-IR] [CYBER2] [HOSTAGES-EO14078
12112,"MUSAVI, Hossein",individual,SDGT] [IRGC] [IFSR
12113,"MORTEZAVI, Hasan",individual,SDGT] [IRGC] [IFSR
12114,"ZAHEDI, Mohammed Reza",individual,SDGT] [IRGC] [IFSR
12115,IMAM KHOMEINI RELIEF COMMITTEE (LEBANON BRANCH),-0- ,SDGT] [IFSR
12116,"ZURAIK, Ali Hasan",individual,SDGT
12117,"MUSAVI, Razi",individual,SDGT] [IFSR
12118,"ALLAHDAD, Hushang",individual,SDGT] [IRGC] [IFSR
12120,IRANIAN COMMITTEE FOR THE RECONSTRUCTION OF LEBANON,-0- ,SDGT] [IFSR
12127,"ISHAKZAI, Gul Agha",individual,SDGT
12128,"ABDULLAH, Amir",individual,SDGT
12129,"HAQQANI, Nasiruddin",individual,SDGT
12146,"ABU-AL-KHAYR, Muhammad Abdallah Hasan",individual,SDGT
12147,"KASHMIRI, Mohammad Ilyas",individual,SDGT
12148,HARAKAT-UL JIHAD ISLAMI,-0- ,SDGT
12168,"AMAYA ALEMAN, Onecimo Antonio",individual,SDNTK
12169,"WIDOBLO HERNANDEZ, Jose",individual,SDNTK
12170,"OLVERA ESTRADA, Arturo",individual,SDNTK
12171,"OLVERA ESTRADA, Rodolfo",individual,SDNTK
12172,"FLORES CACHO, Javier",individual,SDNTK
12173,"MASSA CAMACHO, Eduardo",individual,SDNTK
12175,"DUARTE TORRES, Rafael",individual,SDNTK
12176,"TORO DIAZ, Diana Lorena",individual,SDNTK
12177,"URREA LENIS, Jair Fernando",individual,SDNTK
12178,"GONZALEZ MEDINA, Jaime Andres",individual,SDNTK
12179,"COBO LEDESMA, Juan Carlos",individual,SDNTK
12180,"RODARTE GRIJALVA, Jose Luis",individual,SDNTK
12182,"JASSO ROCHA, Oscar Arturo",individual,SDNTK
12183,"GARCIA SANCHEZ, Ricardo",individual,SDNTK
12184,"FLORES CACHO, Alejandro",individual,SDNTK
12185,COMERCIALIZADORA GONRA,-0- ,SDNTK
12186,GRUPO HORTA ZAVALA S.A. DE C.V.,-0- ,SDNTK
12187,COPY RED S.A. DE C.V.,-0- ,SDNTK
